88,53,23,39,27,70,52,88,53,23,39,27,70,52
88,53,23,39,27,70,52,88,53,23,39,27,70,52
88,53,23,39,27,70,52,89,54,23,39,27,71,52
89,54,23,39,28,70,52,89,54,23,39,27,71,52
89,54,23,39,28,70,52,89,54,23,39,27,71,52
89,54,23,39,28,70,52,89,54,23,39,27,71,52
89,54,23,39,28,70,52,89,54,23,39,27,71,52
89,54,23,39,28,70,52,89,54,23,39,27,71,52
88,53,23,39,28,68,52,90,55,23,40,27,71,52
88,53,23,39,28,68,52,90,55,23,40,27,71,52
88,53,23,39,28,68,52,90,55,23,40,27,71,52
88,53,23,39,28,68,52,90,55,23,40,27,71,52
88,53,23,39,28,68,52,89,55,23,39,26,70,51
88,53,23,39,28,68,52,88,54,23,39,26,69,50
88,53,23,39,28,68,52,89,55,23,39,26,70,50
88,53,23,39,28,68,52,88,55,22,39,25,69,47
88,53,23,39,28,68,52,88,55,22,39,25,69,47
88,53,23,39,28,68,52,88,55,22,39,25,69,47
88,53,23,39,28,68,52,88,55,22,39,25,69,47
88,53,23,39,28,68,52,87,54,22,38,24,69,45
88,53,23,39,28,68,52,87,54,22,38,24,69,45
88,53,23,39,28,68,52,87,54,22,38,24,69,45
88,53,23,39,28,68,52,87,54,22,38,24,69,45
88,53,23,39,28,68,52,87,54,22,38,24,69,45
88,53,23,39,28,68,52,86,54,22,37,23,67,43
87,52,23,39,28,68,52,86,54,22,37,23,67,43
87,52,23,39,28,68,52,86,54,22,37,23,67,43
87,52,23,39,28,68,52,86,54,22,37,23,67,43
87,52,23,39,28,68,52,86,54,22,37,23,67,43
87,52,23,39,28,68,52,85,54,21,37,23,66,42
86,51,23,38,28,67,52,85,54,21,37,23,66,42
