88,53,23,39,27,70,52,88,53,23,39,27,70,52
88,53,23,39,27,70,52,88,53,23,39,27,70,52
88,53,23,39,27,70,52,88,53,23,39,27,70,52
89,53,24,40,28,70,55,88,53,23,39,27,70,52
89,53,24,40,28,70,55,88,53,23,39,27,70,52
89,53,24,40,28,70,55,88,53,23,39,27,70,52
89,53,24,40,28,70,55,88,53,23,39,27,70,52
89,53,24,40,28,70,55,88,53,23,39,27,70,52
89,53,24,40,28,70,55,89,54,23,40,27,72,55
89,53,24,40,28,70,55,88,53,23,40,27,72,55
89,53,24,40,28,70,55,88,53,23,40,27,72,55
89,53,24,40,28,70,55,88,53,23,40,27,72,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,86,51,23,40,26,70,54
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
89,53,24,40,28,70,55,87,52,23,40,27,71,55
90,54,24,40,28,72,55,87,52,23,40,27,71,55
90,54,24,40,28,72,55,87,52,23,40,27,71,55
90,54,24,40,28,72,55,86,51,23,40,26,69,51
90,54,24,40,28,72,55,86,51,23,40,26,69,51
90,54,24,40,28,72,55,86,51,23,40,26,69,51
90,54,24,40,28,72,55,86,51,23,40,26,69,51
