133,69,33,41,36,122,92,133,69,33,41,36,122,92
133,69,33,41,36,122,92,132,68,33,41,35,121,90
133,69,33,41,36,122,92,132,68,33,41,35,121,90
133,69,33,41,36,122,92,132,68,33,41,35,121,90
132,69,33,41,36,121,91,132,68,33,41,35,121,90
132,69,33,41,36,121,91,132,68,33,41,35,121,90
131,69,33,40,35,120,90,132,68,33,41,35,121,90
130,68,33,40,35,119,90,133,69,33,41,36,121,90
129,68,32,40,35,118,89,133,69,33,41,36,121,90
128,67,32,40,35,117,89,132,69,33,41,35,120,88
129,67,32,41,35,118,89,133,70,33,41,36,121,89
128,66,32,41,35,117,89,133,70,33,41,36,121,89
128,66,32,41,35,117,89,133,70,33,41,36,121,89
128,66,32,41,35,117,89,133,70,33,41,36,121,89
128,66,32,41,35,117,89,133,70,33,41,36,121,89
127,65,32,41,34,116,89,133,70,33,41,36,121,89
127,65,32,41,34,116,89,133,70,33,41,36,121,89
127,65,32,41,34,116,89,133,70,33,41,36,121,89
126,64,32,41,33,116,89,134,70,34,41,37,122,90
125,64,32,40,33,115,89,133,70,33,41,37,121,90
125,64,32,40,33,115,89,133,70,33,41,37,121,90
125,64,32,40,33,115,89,133,70,33,41,37,121,90
125,64,32,40,33,115,89,132,70,33,41,37,120,89
126,64,32,41,34,116,90,132,70,33,41,37,120,89
127,65,32,41,34,118,90,131,69,33,41,36,119,87
127,65,32,41,34,118,90,131,69,33,41,36,119,87
128,65,32,41,34,119,90,131,69,33,41,36,119,87
128,65,32,41,34,119,90,130,68,33,41,36,118,86
128,65,32,41,34,119,90,130,68,33,41,36,118,86
129,65,33,41,35,120,91,130,68,33,41,36,118,86
129,65,33,41,35,120,91,130,68,33,41,36,118,86
