108,62,24,7,33,31,87,66,108,62,24,7,33,31,87,66
108,62,24,7,33,31,87,66,108,62,24,7,33,31,87,66
109,63,24,7,33,32,87,70,108,62,24,7,33,31,87,66
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
109,63,24,7,33,32,87,70,109,63,24,7,33,32,88,68
110,63,24,8,33,32,88,70,109,63,24,7,33,32,88,68
110,63,24,8,33,32,88,70,109,63,24,7,33,32,88,68
110,63,24,8,33,32,88,70,109,63,24,7,33,32,88,68
110,63,24,8,33,32,88,70,110,64,24,7,33,33,88,68
109,62,24,8,33,32,87,69,110,64,24,7,33,33,88,68
109,62,24,8,33,32,87,69,110,64,24,7,33,33,88,68
109,62,24,8,33,32,87,69,110,64,24,7,33,33,88,68
110,63,24,8,33,33,87,71,110,64,24,7,33,33,88,68
110,63,24,8,33,33,87,71,109,64,23,7,33,33,87,68
110,63,24,8,33,33,87,71,109,64,23,7,33,33,87,68
110,63,24,8,33,33,87,71,109,64,23,7,33,33,87,68
110,63,24,8,33,33,87,71,109,64,23,7,33,33,87,68
110,63,24,8,33,33,87,71,109,64,23,7,33,33,87,68
111,64,24,8,33,33,89,74,109,64,23,7,33,33,87,68
111,64,24,8,33,33,89,74,109,64,23,7,33,33,87,68
110,64,24,7,32,33,88,73,109,64,23,7,33,33,87,68
111,65,24,7,32,33,89,76,109,64,23,7,33,33,87,68
111,65,24,7,32,33,89,76,109,64,23,7,33,33,87,68
