108,62,24,7,33,31,87,66,108,62,24,7,33,31,87,66
108,62,24,7,33,31,87,66,107,61,24,7,33,30,84,63
108,62,24,7,33,31,87,66,107,61,24,7,33,30,84,63
107,61,24,7,33,31,86,66,107,61,24,7,33,30,84,63
107,61,24,7,33,31,86,66,107,61,24,7,33,30,84,63
107,61,24,7,33,31,86,66,106,60,24,7,32,29,81,60
107,61,24,7,33,31,86,66,105,59,24,7,32,28,80,60
107,61,24,7,33,31,86,66,105,59,24,7,32,28,80,60
107,61,24,7,33,31,86,66,105,59,24,7,32,28,80,60
107,61,24,7,33,31,86,66,105,59,24,7,32,28,80,60
107,61,24,7,33,31,86,66,105,59,24,7,32,28,80,60
107,61,24,7,33,31,86,66,105,59,24,7,32,28,80,60
107,61,24,7,33,31,86,66,105,59,24,7,32,28,80,60
107,61,24,7,33,31,86,66,105,59,24,7,32,28,80,60
106,60,24,7,33,31,85,65,105,59,24,7,32,28,80,60
106,60,24,7,33,31,85,65,105,59,24,7,32,28,80,60
106,60,24,7,33,31,85,65,105,59,24,7,32,28,80,60
106,60,24,7,33,31,85,65,105,59,24,7,32,28,80,60
106,60,24,7,33,31,85,65,105,59,24,7,32,28,80,60
106,60,24,7,33,31,85,65,105,59,24,7,32,28,80,60
106,60,24,7,33,31,85,65,105,59,24,7,32,28,80,60
105,60,24,6,32,30,83,63,105,59,24,7,32,28,80,60
105,60,24,6,32,30,83,63,105,59,24,7,32,28,80,60
105,60,24,6,32,30,83,63,105,59,24,7,32,28,80,60
105,60,24,6,32,30,83,63,105,59,24,7,32,28,80,60
105,60,24,6,32,30,83,63,105,59,24,7,32,28,80,60
105,60,24,6,32,30,83,63,105,59,24,7,32,28,80,60
105,60,24,6,32,30,83,63,105,59,24,7,32,28,80,60
105,60,24,6,32,30,83,63,105,59,24,7,32,28,80,60
106,61,24,6,32,30,85,65,105,59,24,7,32,28,80,60
106,61,24,6,32,30,85,65,105,59,24,7,32,28,80,60
