108,62,24,7,33,31,87,66,108,62,24,7,33,31,87,66
108,62,24,7,33,31,87,66,108,62,24,7,33,31,87,66
107,62,23,7,33,31,86,66,108,62,24,7,33,31,87,66
108,62,24,7,34,32,86,69,107,61,24,7,33,31,87,66
108,62,24,7,34,32,86,69,107,61,24,7,33,31,87,66
108,62,24,7,34,32,86,69,107,61,24,7,33,31,87,66
108,62,24,7,34,32,86,69,107,61,24,7,33,31,87,66
109,62,25,7,34,32,88,71,107,61,24,7,33,31,87,66
109,62,25,7,34,32,88,71,107,61,24,7,33,31,87,66
109,62,25,7,34,32,88,71,107,61,24,7,33,31,87,66
109,62,25,7,34,32,88,71,107,61,24,7,33,31,87,66
109,62,25,7,34,32,88,71,107,61,24,7,33,31,87,66
110,62,26,7,34,32,89,72,107,61,24,7,33,31,87,66
110,62,26,7,34,32,89,72,107,61,24,7,33,31,87,66
110,62,26,7,34,32,89,72,107,61,24,7,33,31,87,66
110,62,26,7,34,32,89,72,107,61,24,7,33,31,87,66
110,62,26,7,34,32,89,72,106,60,24,7,33,30,86,65
110,62,26,7,34,32,89,72,107,61,24,7,33,31,87,66
110,62,26,7,34,32,89,72,106,60,24,7,33,31,86,66
110,62,26,7,34,32,89,72,106,60,24,7,33,31,86,66
110,62,26,7,34,32,89,72,107,60,24,7,33,31,86,66
110,62,26,7,34,32,89,72,107,60,24,7,33,31,86,66
110,62,26,7,34,32,89,72,107,60,24,7,33,31,86,66
109,61,26,7,34,31,88,72,107,60,24,7,33,31,86,66
108,60,26,7,34,30,88,72,108,60,24,7,33,31,86,66
109,61,26,7,34,30,88,72,109,60,25,7,33,32,87,66
109,61,26,7,34,30,88,72,109,60,25,7,33,32,87,66
110,62,26,7,34,30,90,72,109,60,25,7,33,32,87,66
110,62,26,7,34,30,90,72,109,60,25,7,33,32,87,66
110,62,26,7,34,30,90,72,109,60,25,7,33,32,87,66
110,62,26,7,34,30,90,72,109,60,25,7,33,32,87,66
