88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
87,52,23,4,39,27,69,52,88,53,23,4,39,27,70,52
87,52,23,4,39,27,69,52,87,52,23,4,39,27,69,52
87,52,23,4,39,27,69,52,87,52,23,4,39,27,69,52
87,52,23,4,39,27,69,52,87,52,23,4,39,27,69,52
87,52,23,4,39,27,69,52,87,52,23,4,39,27,69,52
86,51,23,4,39,27,68,51,88,53,23,4,39,27,71,52
85,50,23,4,39,27,67,51,88,53,23,4,39,27,71,52
85,50,23,4,39,27,67,51,88,53,23,4,39,27,71,52
85,50,23,4,39,27,67,51,88,53,23,4,39,27,71,52
85,50,23,4,39,27,67,51,87,52,23,4,39,27,70,51
85,50,23,4,39,27,67,51,88,53,23,4,40,27,71,51
85,50,23,4,39,27,67,51,88,53,23,4,40,27,71,51
84,49,23,4,39,27,66,51,88,53,23,4,40,27,71,51
84,49,23,4,39,27,66,51,88,53,23,4,40,27,71,51
84,49,23,4,39,27,66,51,88,53,23,4,40,27,71,51
84,49,23,4,39,27,66,51,88,53,23,4,40,27,71,51
84,49,23,4,39,27,66,51,89,53,24,4,40,28,73,53
84,49,23,4,39,27,66,51,88,52,24,4,40,28,72,53
84,49,23,4,39,27,66,51,88,52,24,4,40,28,72,53
84,49,23,4,39,27,66,51,88,52,24,4,40,28,72,53
84,49,23,4,39,27,66,51,88,52,24,4,40,28,72,53
84,49,23,4,39,27,66,51,88,52,24,4,40,28,72,53
84,49,23,4,39,27,66,51,88,52,24,4,40,28,72,53
83,48,23,4,38,27,66,51,88,52,24,4,40,28,72,53
83,48,23,4,38,27,66,51,88,52,24,4,40,28,72,53
83,48,23,4,38,27,66,51,89,53,24,4,40,28,73,53
83,48,23,4,38,27,66,51,89,53,24,4,40,28,73,53
