133,69,33,11,41,36,122,92,133,69,33,11,41,36,122,92
134,70,33,11,41,36,122,92,132,69,32,11,41,36,121,91
133,70,33,10,40,36,121,91,132,69,32,11,41,36,121,91
133,70,33,10,40,36,121,91,131,68,32,11,41,36,120,90
133,70,33,10,40,36,121,91,131,68,32,11,41,36,120,90
133,70,33,10,40,36,121,91,130,68,31,11,40,36,119,90
133,70,33,10,40,36,121,91,130,68,31,11,40,36,119,90
133,70,33,10,40,36,121,91,130,68,31,11,40,36,119,90
133,70,33,10,40,36,121,91,130,68,31,11,40,36,119,90
132,69,33,10,40,36,120,91,131,69,31,11,41,37,119,94
132,69,33,10,40,36,120,91,132,70,31,11,42,37,120,97
131,69,33,9,39,36,119,90,132,70,31,11,42,37,120,97
130,69,33,8,39,35,118,88,132,70,31,11,42,37,120,97
130,69,33,8,39,35,118,88,131,69,31,11,42,37,119,97
130,69,33,8,39,35,118,88,131,69,31,11,42,37,119,97
130,69,33,8,39,35,118,88,130,68,31,11,41,37,118,96
130,69,33,8,39,35,118,88,130,68,31,11,41,37,118,96
131,70,33,8,40,35,118,88,130,68,31,11,41,37,118,96
131,70,33,8,40,35,118,88,130,68,31,11,41,37,118,96
131,70,33,8,40,35,118,88,131,69,31,11,41,38,120,99
131,70,33,8,40,35,118,88,131,69,31,11,41,38,120,99
131,70,33,8,40,35,118,88,131,69,31,11,41,38,120,99
131,70,33,8,40,35,118,88,131,69,31,11,41,38,120,99
131,70,33,8,40,35,118,88,132,69,31,11,41,38,120,99
131,70,33,8,40,35,118,88,131,69,30,11,40,37,119,97
131,70,33,8,40,35,118,88,131,69,30,11,40,37,119,97
130,70,32,8,40,35,117,87,131,69,30,11,40,37,119,97
130,70,32,8,40,35,117,87,130,69,29,11,39,37,118,97
131,70,33,8,40,36,117,88,130,69,29,11,39,37,118,97
131,70,33,8,40,36,117,88,130,69,29,11,39,37,118,97
131,70,33,8,40,36,117,88,130,69,29,11,39,37,118,97
