88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
89,53,24,4,39,28,72,54,89,53,24,4,39,27,70,52
89,53,24,4,39,28,72,54,89,53,24,4,39,27,70,52
89,53,24,4,39,28,72,54,88,53,23,4,39,27,70,52
88,53,24,3,38,27,71,53,88,53,23,4,39,27,70,52
88,53,24,3,38,27,71,53,88,53,23,4,39,27,70,52
88,53,24,3,38,27,71,53,88,53,23,4,39,27,70,52
89,54,24,3,38,28,73,55,88,53,23,4,39,27,70,52
90,54,24,3,39,28,74,55,88,53,23,4,39,27,70,52
90,54,24,3,39,28,74,55,87,52,23,4,39,27,69,52
90,54,24,3,39,28,74,55,87,52,23,4,39,27,69,52
90,54,24,3,39,28,74,55,87,52,23,4,39,27,69,52
90,54,24,3,39,28,74,55,87,52,23,4,39,27,69,52
90,54,24,3,39,28,74,55,87,52,23,4,39,27,69,52
90,54,24,3,39,28,74,55,87,52,23,4,39,27,69,52
90,54,24,3,39,28,74,55,88,52,23,4,40,27,69,52
89,53,24,3,39,27,74,55,89,52,24,4,40,28,71,54
89,53,24,3,39,27,74,55,90,52,25,4,40,28,72,54
89,53,24,3,39,27,74,55,89,51,25,4,40,27,72,54
89,53,24,3,39,27,74,55,89,51,25,4,40,27,72,54
89,53,24,3,39,27,74,55,89,51,25,4,40,27,72,54
89,53,24,3,39,27,74,55,89,51,25,4,40,27,72,54
89,53,24,3,39,27,74,55,88,50,25,4,40,26,71,53
89,53,24,3,39,27,74,55,88,50,25,4,40,26,71,53
90,53,24,3,39,27,74,55,88,50,25,4,40,26,71,53
90,53,24,3,39,27,74,55,88,50,25,4,40,26,71,53
90,53,24,3,39,27,74,55,88,50,25,4,40,26,71,53
91,53,25,3,39,28,75,56,88,50,25,4,40,26,71,53
91,53,25,3,39,28,75,56,87,50,25,3,39,25,70,52
