88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
88,53,23,4,39,27,70,52,88,53,23,4,39,27,70,52
89,53,24,4,39,28,74,57,88,53,23,4,39,27,70,52
90,54,24,4,40,29,74,57,88,53,23,4,39,27,70,52
90,54,24,4,40,29,74,57,88,53,23,4,39,27,70,52
90,54,24,4,40,29,74,57,88,53,23,4,39,27,70,52
90,54,24,4,40,29,74,57,88,53,23,4,39,27,70,52
91,54,25,4,40,30,76,59,88,53,23,4,39,27,70,52
91,54,25,4,40,30,76,59,88,53,23,4,39,27,70,52
91,54,25,4,40,30,76,59,88,53,23,4,39,27,70,52
90,53,25,4,40,29,74,57,88,53,23,4,39,27,70,52
90,53,25,4,40,29,74,57,88,53,23,4,39,27,70,52
90,53,25,4,40,29,74,57,88,53,23,4,39,27,70,52
90,53,25,4,40,29,74,57,88,53,23,4,39,27,70,52
90,53,25,4,40,29,74,57,88,53,23,4,39,27,70,52
90,53,25,4,40,29,74,57,88,53,23,4,39,27,70,52
90,53,25,4,40,29,74,57,88,53,23,4,39,27,70,52
90,53,25,4,40,29,74,57,88,53,23,4,39,27,70,52
91,53,26,4,41,30,74,60,88,53,23,4,39,27,70,52
91,53,26,4,41,30,74,60,88,53,23,4,39,27,70,52
91,53,26,4,41,30,74,60,88,53,23,4,39,27,70,52
91,53,26,4,41,30,74,60,88,53,23,4,39,27,70,52
92,54,26,4,41,30,76,60,87,53,23,3,38,26,69,51
92,54,26,4,41,30,76,60,88,54,23,3,38,26,71,51
92,54,26,4,41,30,76,60,88,54,23,3,38,26,71,51
92,54,26,4,41,30,76,60,88,54,23,3,38,26,71,51
92,54,26,4,41,30,76,60,88,54,23,3,38,26,71,51
92,54,26,4,41,30,76,60,88,54,23,3,38,26,71,51
92,54,26,4,41,30,76,60,88,54,23,3,38,26,71,51
92,54,26,4,41,30,76,60,87,53,23,3,38,26,70,51
92,54,26,4,41,30,76,60,87,53,23,3,38,26,70,51
