55.0,14.0,7.0,24.0,55.0,14.0,7.0,24.0
54.0,13.0,7.0,24.0,55.0,14.0,7.0,24.0
54.0,13.0,7.0,24.0,56.0,14.0,7.0,24.0
54.0,13.0,7.0,24.0,56.0,14.0,7.0,24.0
53.0,13.0,7.0,23.0,56.0,14.0,7.0,24.0
53.0,13.0,7.0,23.0,56.0,14.0,7.0,24.0
53.0,13.0,7.0,23.0,57.0,14.0,7.0,25.0
52.0,13.0,7.0,22.0,57.0,14.0,7.0,25.0
53.0,13.0,8.0,25.0,57.0,14.0,7.0,25.0
53.0,13.0,8.0,25.0,57.0,14.0,7.0,25.0
54.0,14.0,8.0,27.0,56.0,14.0,7.0,25.0
55.0,15.0,8.0,27.0,57.0,14.0,10.0,28.0
55.0,15.0,8.0,27.0,57.0,14.0,10.0,28.0
55.0,15.0,8.0,27.0,58.0,14.0,10.0,28.0
55.0,15.0,8.0,27.0,58.0,14.0,10.0,28.0
54.0,15.0,8.0,27.0,59.0,14.0,10.0,31.0
54.0,15.0,8.0,27.0,58.0,14.0,10.0,31.0
54.0,15.0,8.0,27.0,58.0,14.0,10.0,31.0
54.0,15.0,8.0,27.0,58.0,14.0,10.0,31.0
54.0,15.0,8.0,27.0,59.0,14.0,11.0,34.0
54.0,15.0,8.0,27.0,59.0,14.0,11.0,34.0
54.0,15.0,8.0,27.0,59.0,14.0,11.0,34.0
54.0,15.0,8.0,27.0,59.0,14.0,11.0,34.0
54.0,15.0,8.0,27.0,59.0,14.0,11.0,34.0
54.0,15.0,8.0,27.0,60.0,15.0,13.0,37.0
53.0,15.0,6.0,23.0,60.0,15.0,13.0,37.0
53.0,15.0,6.0,23.0,59.0,15.0,13.0,37.0
52.0,14.0,6.0,23.0,59.0,15.0,13.0,37.0
52.0,14.0,6.0,23.0,60.0,15.0,13.0,39.0
52.0,14.0,6.0,23.0,61.0,16.0,13.0,39.0
52.0,14.0,6.0,23.0,61.0,16.0,13.0,39.0
