133,69,33,36,122,92,133,69,33,36,122,92
133,69,33,36,122,92,132,69,32,36,121,91
132,69,33,36,121,91,131,68,32,35,120,89
132,69,33,36,121,91,130,67,32,35,119,88
132,69,33,36,121,91,130,67,32,35,119,88
133,69,33,36,122,92,129,67,31,35,118,88
133,69,33,36,122,92,129,67,31,35,118,88
133,69,33,36,122,92,129,67,31,35,118,88
133,69,33,36,122,92,129,67,31,35,118,88
132,68,33,36,121,92,129,67,31,35,118,88
132,68,33,36,121,92,129,67,31,35,118,88
131,68,33,36,120,91,129,67,31,35,118,88
130,68,33,35,119,89,129,67,31,35,118,88
130,68,33,35,119,89,128,66,31,35,117,88
130,68,33,35,119,89,128,66,31,35,117,88
130,68,33,35,119,89,127,65,31,35,116,87
130,68,33,35,119,89,127,65,31,35,116,87
130,68,33,35,119,89,127,65,31,35,116,87
130,68,33,35,119,89,127,65,31,35,116,87
130,68,33,35,119,89,127,65,31,35,116,87
130,68,33,35,119,89,127,65,31,35,116,87
130,68,33,35,119,89,127,65,31,35,116,87
130,68,33,35,119,89,127,65,31,35,116,87
130,68,33,35,119,89,128,65,31,35,116,87
130,68,33,35,119,89,127,65,30,34,115,85
130,68,33,35,119,89,127,65,30,34,115,85
129,68,32,35,118,88,127,65,30,34,115,85
129,68,32,35,118,88,126,65,29,34,114,85
130,68,33,36,118,89,126,65,29,34,114,85
130,68,33,36,118,89,126,65,29,34,114,85
130,68,33,36,118,89,126,65,29,34,114,85
