userSpecific0,userSpecific1
196,572.378
196,572.378
196,572.378
196,572.378
196,572.378
196,572.378
196,572.378
196,572.378
196,572.378
196,572.378
196,572.378
196,572.378
197,576.299
197,576.299
197,576.299
197,576.299
197,576.299
197,576.299
197,576.299
197,576.299
197,576.299
197,576.299
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
196,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
197,572.458
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
197,576.352
197,576.352
197,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
198,576.352
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
197,571.716
