userSpecific0,userSpecific1
212,636.677
212,636.677
212,636.677
212,636.677
212,636.677
212,636.677
212,636.677
212,636.677
212,636.677
212,636.677
213,639.597
213,639.597
213,639.597
214,643.623
214,643.623
214,643.623
214,643.623
215,643.623
215,643.623
215,643.623
215,643.623
215,643.623
215,643.623
214,640.209
214,640.209
215,646.517
216,650.091
216,650.091
216,650.091
216,650.091
215,646.324
216,648.453
215,644.836
214,641.58
215,645.707
215,645.707
215,645.707
215,645.707
215,645.707
216,650.227
217,653.832
218,658.064
218,658.064
218,658.064
218,658.064
218,658.064
218,658.064
218,658.064
218,658.064
218,658.064
218,658.064
217,654.648
217,654.648
217,654.648
217,654.648
216,651.1
216,651.1
216,651.1
217,654.211
217,654.211
217,654.211
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
216,651.883
217,655.032
217,655.032
217,655.032
218,655.032
219,655.032
220,660.918
220,660.918
220,660.918
220,660.918
220,660.918
220,660.918
220,660.918
221,664.918
221,664.918
221,664.918
221,664.918
221,664.918
221,664.918
221,664.918
222,671.716
222,671.716
222,671.716
223,675.366
223,675.366
223,675.366
223,675.366
223,675.366
223,675.366
222,671.456
222,671.456
222,671.456
222,671.456
222,671.456
222,671.456
222,671.456
222,671.456
222,671.456
223,676.937
222,673.4
222,673.4
221,669.634
221,669.634
221,669.634
222,673.641
222,673.641
222,673.641
222,673.641
222,673.641
222,673.641
222,673.641
222,673.641
222,673.641
222,673.641
222,673.641
221,669.931
221,669.931
222,674.234
222,674.234
222,674.234
222,674.234
222,674.234
222,674.234
221,670.326
221,670.326
220,666.416
219,662.715
219,662.715
219,662.715
219,662.715
219,662.715
219,662.715
220,667.025
220,667.025
221,671.073
221,671.073
221,671.073
221,671.073
222,674.983
222,674.983
222,674.983
223,677.818
223,677.818
224,679.941
224,679.941
224,679.941
224,679.941
225,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
226,683.037
227,686.311
226,682.304
226,682.304
225,678.157
226,678.157
226,678.157
226,678.157
226,678.157
225,674.352
225,674.352
226,680.096
226,680.096
225,676.162
226,681.428
226,681.428
226,681.428
226,681.428
226,681.428
226,681.428
225,677.213
225,677.213
225,677.213
226,680.908
226,680.908
226,680.908
226,680.908
226,680.908
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
227,683.817
228,687.796
229,693.256
229,693.256
229,693.256
229,693.256
229,693.256
229,693.256
229,693.256
230,696.062
230,696.062
231,700.451
231,700.451
231,700.451
231,700.451
231,700.451
231,700.451
231,700.451
231,700.451
231,700.451
231,700.451
231,700.451
231,700.451
230,697.218
230,697.218
230,697.218
231,699.347
231,699.347
230,695.386
230,695.386
230,695.386
230,695.386
230,695.386
231,699.803
231,699.803
231,699.803
231,699.803
231,699.803
231,699.803
231,699.803
231,699.803
230,696.769
230,696.769
230,696.769
230,696.769
230,696.769
230,696.769
230,696.769
230,696.769
230,696.769
230,696.769
231,701.995
230,698.143
230,698.143
230,698.143
230,698.143
230,698.143
230,698.143
230,698.143
229,694.119
229,694.119
229,694.119
229,694.119
229,694.119
229,694.119
229,694.119
229,694.119
230,698.939
230,698.939
229,695.015
229,695.015
229,695.015
229,695.015
229,695.015
229,695.015
230,697.924
230,697.924
230,697.924
230,697.924
230,697.924
230,697.924
231,701.848
231,701.848
231,701.848
232,705.582
232,705.582
233,707.678
234,707.678
234,707.678
234,707.678
234,707.678
235,711.255
235,711.255
235,711.255
235,711.255
235,711.255
235,711.255
236,715.214
236,715.214
236,715.214
236,715.214
236,715.214
236,715.214
236,715.214
236,715.214
236,715.214
236,715.214
235,711.694
235,711.694
235,711.694
235,711.694
235,711.694
235,711.694
235,711.694
236,715.384
236,715.384
237,718.629
237,718.629
237,718.629
238,718.629
239,721.423
240,724.332
240,724.332
240,724.332
240,724.332
240,724.332
241,729.605
241,729.605
241,729.605
241,729.605
241,729.605
241,729.605
241,729.605
241,729.605
242,736.819
242,736.819
242,736.819
242,736.819
242,736.819
243,738.989
243,738.989
243,738.989
242,734.6
241,731.127
241,731.127
241,731.127
240,727.217
240,727.217
240,727.217
240,727.217
240,727.217
239,723.774
239,723.774
239,723.774
239,723.774
239,723.774
239,723.774
238,719.552
238,719.552
239,722.819
239,722.819
239,722.819
239,722.819
240,726.23
240,726.23
240,726.23
241,731.385
241,731.385
242,735.409
242,735.409
242,735.409
243,739.248
244,741.605
245,744.942
245,744.942
245,744.942
245,744.942
245,744.942
244,741.085
244,741.085
244,741.085
244,741.085
244,741.085
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
243,737.652
244,739.748
244,739.748
244,739.748
245,743.945
245,743.945
245,743.945
244,740.426
244,740.426
244,740.426
245,745.299
245,745.299
245,745.299
245,745.299
244,740.954
244,740.954
243,737.306
243,737.306
242,733.371
242,733.371
243,733.371
244,735.729
244,735.729
244,735.729
244,735.729
244,735.729
245,740.129
244,736.397
244,736.397
243,732.429
244,734.86
245,739.553
245,739.553
245,739.553
