userSpecific0,userSpecific1
342,1085.73
343,1088.57
344,1091.96
345,1096.09
344,1092.66
344,1092.66
345,1096.66
346,1099.99
347,1103.14
348,1105.46
349,1108.78
350,1112.27
351,1117.87
352,1121.36
353,1125.36
352,1121.74
353,1125.25
352,1121.85
353,1121.85
354,1125.28
355,1128.65
356,1133.01
357,1136.32
358,1139.71
359,1143.06
359,1143.06
360,1148.63
361,1152.07
361,1152.07
362,1155.42
363,1159.83
364,1164.2
365,1166.98
366,1166.98
367,1170.31
368,1170.31
369,1174.67
369,1174.67
370,1177.46
371,1181.46
372,1184.78
371,1181.33
372,1185.46
373,1189.04
374,1189.04
375,1192.46
376,1195.79
375,1192.03
376,1194.82
376,1194.82
377,1198.12
378,1201.42
379,1204.87
379,1204.87
380,1208.24
381,1211.89
380,1208.36
379,1204.96
380,1207.29
381,1210.53
381,1210.53
382,1218.9
383,1222.92
382,1219.45
383,1223.43
384,1226.9
384,1226.9
383,1220.19
384,1223.52
383,1220.15
382,1216.8
383,1220.48
384,1223.79
383,1219.38
382,1215.87
383,1219.15
382,1215.84
383,1218.2
383,1218.2
382,1214.89
383,1217.67
384,1220.46
385,1223.93
386,1226.78
387,1226.78
386,1223.45
387,1225.76
386,1222.11
387,1226.02
386,1222.77
387,1227.67
388,1230.99
389,1233.81
390,1236.61
391,1238.92
392,1238.92
393,1242.3
392,1238.95
391,1235.28
392,1239.17
391,1235.29
391,1235.29
392,1238.95
392,1238.95
391,1235.51
390,1230.26
389,1226.9
390,1231.89
391,1234.69
392,1238.82
391,1235.6
392,1238.9
391,1235.32
390,1231.85
389,1228.7
390,1231.92
391,1234.23
392,1238.55
391,1235.15
392,1237.16
393,1240.52
394,1244.01
395,1247.92
394,1243.15
395,1246.48
396,1251.3
397,1254.27
396,1250.96
397,1253.75
398,1257.17
398,1257.17
397,1253.37
397,1253.37
398,1257.43
399,1261.74
400,1265.04
400,1265.04
400,1265.04
401,1268.98
400,1265.59
401,1268.9
400,1265.58
401,1269.88
400,1266.32
401,1269.73
401,1269.73
401,1269.73
402,1274.09
403,1276.13
404,1280.81
404,1280.81
405,1284.06
404,1280.44
405,1285.11
404,1281.8
403,1278.44
404,1281.8
405,1286.42
406,1291.44
405,1288.1
406,1291.23
405,1287.89
404,1281.89
403,1278.43
404,1282.25
403,1278.79
404,1282.1
405,1285.5
406,1289.02
407,1293.52
408,1296.89
409,1299.21
410,1302.52
411,1309.02
410,1305.36
411,1308.54
412,1311.87
413,1317.77
414,1320.8
413,1317.47
414,1321.61
415,1323.92
414,1319.62
415,1319.62
416,1324.41
417,1327.8
418,1331.83
419,1335.43
420,1342.53
421,1345.92
422,1349.39
421,1345.63
422,1349.03
422,1349.03
423,1353.41
424,1358.99
423,1355.62
424,1358.96
425,1358.96
426,1362.26
427,1366.77
428,1371.52
427,1368.22
428,1370.53
429,1373.89
428,1370.54
429,1373.55
430,1378.34
431,1381.68
430,1378.36
429,1374.91
430,1378.66
431,1382.88
430,1379.5
431,1383.99
430,1380.98
429,1376.79
430,1378.91
431,1383.47
432,1387.37
433,1390.83
432,1387.41
433,1390.44
434,1394.21
433,1390.9
432,1387.54
433,1391.55
432,1387.65
433,1391.14
434,1394.68
433,1391.07
434,1394.41
435,1398.66
436,1402.06
437,1405.26
436,1401.9
435,1398.08
436,1401.48
437,1404.81
438,1408.28
439,1411.63
438,1408.27
439,1411.66
440,1415.66
441,1418.79
442,1422.42
441,1418.53
442,1423.47
443,1427.58
444,1430.88
445,1435.32
446,1438.64
445,1435.26
444,1431.94
445,1435.19
446,1435.19
445,1431.37
444,1427.74
443,1424.3
442,1420.93
443,1424.61
443,1424.61
442,1420.97
443,1424.34
444,1428.18
445,1431.09
444,1426.66
443,1422.54
442,1419.14
443,1422.5
444,1425.94
443,1422.6
444,1426.33
445,1429.76
446,1433.27
447,1437.29
448,1441.03
449,1444.41
450,1447.72
451,1451.11
452,1455.25
453,1458.56
454,1460.69
453,1457.25
454,1460.56
455,1464.31
454,1460.97
453,1457.6
452,1454.1
453,1457.45
452,1454.12
453,1457.43
452,1454.06
453,1456.37
452,1453
451,1447.42
452,1450.72
451,1443.31
452,1446.62
453,1449.9
454,1453.69
