userSpecific0,userSpecific1
217,645.79
217,645.79
216,641.513
216,641.513
216,641.513
216,641.513
217,645.375
217,645.375
217,645.375
217,645.375
217,645.375
217,645.375
217,645.375
217,645.375
216,643.253
216,643.253
216,643.253
216,643.253
216,643.253
217,649.253
217,649.253
217,649.253
217,649.253
217,649.253
218,652.755
219,656.758
219,656.758
219,656.758
219,656.758
219,656.758
219,656.758
220,660.758
220,660.758
220,660.758
220,660.758
220,660.758
219,654.473
219,654.473
219,654.473
219,654.473
219,654.473
218,650.089
218,650.089
218,650.089
219,656.089
219,656.089
219,656.089
219,656.089
219,656.089
219,656.089
218,652.819
218,652.819
218,652.819
218,652.819
218,652.819
217,648.04
218,652.595
218,652.595
218,652.595
217,649.051
217,649.051
217,649.051
217,649.051
217,649.051
217,649.051
217,649.051
217,649.051
217,649.051
217,649.051
216,645.099
215,641.831
215,641.831
214,637.011
214,637.011
215,644.115
215,644.115
216,651.104
215,647.567
215,647.567
214,644.11
214,644.11
214,644.11
215,646.897
215,646.897
215,646.897
214,641.367
214,641.367
214,641.367
213,636.865
212,633.768
212,633.768
212,633.768
213,635.778
213,635.778
213,635.778
212,632.12
212,632.12
212,632.12
212,632.12
212,632.12
213,634.907
212,631.113
212,631.113
212,631.113
211,626.332
211,626.332
211,626.332
210,622.864
209,616.56
209,616.56
209,616.56
209,616.56
209,616.56
209,616.56
208,612.867
208,612.867
208,612.867
208,612.867
208,612.867
208,612.867
207,608.886
207,608.886
207,608.886
206,604.937
205,600.527
205,600.527
204,597.095
205,599.89
205,599.89
204,595.066
204,595.066
204,595.066
204,595.066
203,587.946
203,587.946
203,587.946
203,587.946
203,587.946
202,585.936
202,585.936
202,585.936
202,585.936
201,582.643
201,582.643
200,577.577
200,577.577
200,577.577
200,577.577
200,577.577
200,577.577
200,577.577
201,580.365
200,575.974
201,579.981
201,579.981
201,579.981
201,579.981
201,579.981
201,579.981
201,579.981
201,579.981
200,576.333
200,576.333
199,571.221
199,571.221
199,571.221
199,571.221
199,571.221
199,571.221
199,571.221
200,575.706
200,575.706
200,575.706
199,569.706
199,569.706
199,569.706
199,569.706
199,569.706
199,569.706
200,573.706
200,573.706
200,573.706
200,573.706
200,573.706
200,573.706
200,573.706
200,573.706
200,573.706
201,577.715
201,577.715
201,577.715
202,583.007
202,583.007
202,583.007
203,587.015
202,583.598
202,583.598
202,583.598
202,583.598
202,583.598
202,583.598
202,583.598
202,583.598
203,586.507
202,583.569
202,583.569
201,575.866
201,575.866
201,575.866
201,575.866
202,579.869
202,579.869
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
203,584.451
204,589.979
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
205,594.684
206,598.703
206,598.703
206,598.703
206,598.703
205,594.796
205,594.796
205,594.796
205,594.796
205,594.796
205,594.796
204,590.996
204,590.996
203,584.552
203,584.552
203,584.552
202,580.066
202,580.066
202,580.066
202,580.066
202,580.066
202,580.066
202,580.066
202,580.066
202,580.066
202,580.066
203,585.594
203,585.594
203,585.594
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
204,589.259
203,585.666
203,585.666
203,585.666
203,585.666
202,580.445
202,580.445
202,580.445
202,580.445
202,580.445
202,580.445
202,580.445
202,580.445
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
203,583.354
202,579.445
202,579.445
202,579.445
202,579.445
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
201,577.128
200,572.235
200,572.235
201,576.906
201,576.906
200,569.802
199,563.802
199,563.802
199,563.802
199,563.802
199,563.802
199,563.802
198,552.044
198,552.044
198,552.044
198,552.044
198,552.044
198,552.044
198,552.044
199,556.353
199,556.353
199,556.353
198,551.626
198,551.626
198,551.626
198,551.626
198,551.626
198,551.626
199,554.609
200,558.156
200,558.156
200,558.156
200,558.156
200,558.156
200,558.156
200,558.156
200,558.156
200,558.156
200,558.156
201,561.253
201,561.253
201,561.253
201,561.253
201,561.253
200,557.791
200,557.791
200,557.791
201,561.791
201,561.791
200,558.505
200,558.505
200,558.505
200,558.505
200,558.505
200,558.505
200,558.505
200,558.505
200,558.505
201,566.482
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
200,562.947
199,555.787
199,555.787
199,555.787
198,549.782
197,546.976
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
198,552.961
197,548.562
197,548.562
198,555.666
197,550.103
196,545.64
196,545.64
196,545.64
196,545.64
196,545.64
196,545.64
196,545.64
195,542.093
195,542.093
195,542.093
196,546.77
195,541.381
194,537.362
195,545.165
195,545.165
195,545.165
196,551.358
196,551.358
196,551.358
196,551.358
196,551.358
196,551.358
197,557.26
197,557.26
197,557.26
198,561.308
198,561.308
198,561.308
198,561.308
198,561.308
197,556.516
197,556.516
197,556.516
196,550.889
196,550.889
196,550.889
195,542.264
195,542.264
195,542.264
195,542.264
195,542.264
194,538.547
194,538.547
194,538.547
194,538.547
194,538.547
194,538.547
194,538.547
194,538.547
194,538.547
193,531.94
193,531.94
193,531.94
192,526.236
192,526.236
192,526.236
192,526.236
192,526.236
191,522.238
191,522.238
191,522.238
191,522.238
191,522.238
191,522.238
191,522.238
190,518.068
190,518.068
190,518.068
189,514.605
190,517.514
190,517.514
190,517.514
189,513.212
189,513.212
189,513.212
189,513.212
189,513.212
188,508.488
188,508.488
188,508.488
189,512.993
188,507.062
188,507.062
188,507.062
188,507.062
188,507.062
188,507.062
188,507.062
188,507.062
188,507.062
188,507.062
188,507.062
187,497.919
186,494.604
185,489.597
185,489.597
184,485.14
184,485.14
184,485.14
184,485.14
184,485.14
184,485.14
184,485.14
184,485.14
184,485.14
184,485.14
185,489.888
184,485.692
184,485.692
184,485.692
184,485.692
184,485.692
184,485.692
184,485.692
184,485.692
184,485.692
184,485.692
184,485.692
185,491.22
185,491.22
185,491.22
185,491.22
185,491.22
185,491.22
185,491.22
184,488.134
184,488.134
184,488.134
184,488.134
184,488.134
184,488.134
184,488.134
184,488.134
184,488.134
184,488.134
183,484.672
184,489.459
184,489.459
184,489.459
185,494.105
185,494.105
185,494.105
185,494.105
185,494.105
185,494.105
185,494.105
185,494.105
186,500.11
187,505.944
187,505.944
188,508.563
188,508.563
188,508.563
188,508.563
188,508.563
188,508.563
189,511.472
189,511.472
189,511.472
189,511.472
189,511.472
190,514.381
190,514.381
189,510.429
189,510.429
189,510.429
190,514.55
190,514.55
190,514.55
190,514.55
190,514.55
190,514.55
190,514.55
190,514.55
189,510.241
189,510.241
189,510.241
189,510.241
190,515.698
189,510.464
189,510.464
189,510.464
189,510.464
189,510.464
188,504.528
188,504.528
189,510.533
188,506.694
188,506.694
188,506.694
188,506.694
189,510.936
189,510.936
189,510.936
189,510.936
189,510.936
189,510.936
189,510.936
189,510.936
189,510.936
189,510.936
190,518.212
189,514
189,514
189,514
189,514
188,511.568
188,511.568
