nodeDegree0,nodeDegree1,nodeDegree2,nodeDegree3,nodeDegree4,edgewiseSharedPartner0,edgewiseSharedPartner1,edgewiseSharedPartner2,edgewiseSharedPartner3,userSpecific0,userSpecific1
0,2,1,2,0,2,3,0,0,5,7
0,2,1,2,0,2,3,0,0,5,7
0,2,1,2,0,2,3,0,0,5,7
1,1,2,1,0,1,3,0,0,4,5
0,1,3,1,0,2,3,0,0,5,6
0,1,3,1,0,2,3,0,0,5,6
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,2,3,0,0,4,0,0,0,4,3
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
0,4,1,0,0,3,0,0,0,3,1
