55.0,14.0,7.0,24.0,55.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,55.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,13.0,5.0,22.0
55.0,14.0,7.0,24.0,54.0,13.0,5.0,22.0
54.0,14.0,7.0,23.0,54.0,13.0,5.0,22.0
54.0,14.0,7.0,23.0,54.0,13.0,5.0,22.0
55.0,14.0,8.0,24.0,53.0,13.0,5.0,21.0
54.0,14.0,8.0,24.0,52.0,13.0,5.0,21.0
53.0,13.0,8.0,20.0,52.0,13.0,5.0,21.0
53.0,13.0,8.0,20.0,52.0,13.0,5.0,21.0
54.0,13.0,8.0,20.0,52.0,13.0,5.0,21.0
54.0,13.0,8.0,20.0,52.0,13.0,5.0,21.0
53.0,13.0,8.0,19.0,51.0,12.0,5.0,21.0
53.0,13.0,8.0,19.0,51.0,12.0,5.0,21.0
53.0,13.0,8.0,19.0,51.0,12.0,5.0,21.0
53.0,13.0,8.0,19.0,51.0,12.0,5.0,21.0
52.0,12.0,8.0,19.0,51.0,12.0,5.0,21.0
52.0,12.0,8.0,19.0,51.0,12.0,5.0,21.0
53.0,12.0,9.0,22.0,51.0,12.0,5.0,21.0
54.0,12.0,9.0,22.0,51.0,12.0,5.0,21.0
55.0,12.0,9.0,22.0,51.0,12.0,5.0,21.0
56.0,12.0,9.0,22.0,51.0,12.0,5.0,21.0
57.0,12.0,9.0,22.0,51.0,12.0,5.0,21.0
57.0,12.0,9.0,22.0,51.0,12.0,5.0,21.0
57.0,12.0,9.0,22.0,51.0,12.0,5.0,21.0
58.0,12.0,10.0,26.0,50.0,12.0,5.0,21.0
58.0,12.0,10.0,26.0,50.0,12.0,5.0,21.0
59.0,12.0,10.0,26.0,50.0,12.0,5.0,21.0
60.0,12.0,10.0,26.0,49.0,11.0,5.0,18.0
61.0,12.0,10.0,27.0,49.0,11.0,5.0,18.0
61.0,12.0,10.0,27.0,49.0,11.0,5.0,18.0
