55.0,14.0,7.0,24.0,55.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
56.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,54.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,53.0,14.0,7.0,24.0
55.0,14.0,7.0,24.0,53.0,14.0,7.0,24.0
56.0,15.0,7.0,24.0,53.0,14.0,7.0,24.0
55.0,15.0,7.0,24.0,52.0,13.0,7.0,20.0
55.0,15.0,7.0,24.0,52.0,13.0,7.0,20.0
55.0,15.0,7.0,24.0,52.0,13.0,7.0,20.0
55.0,15.0,7.0,24.0,52.0,13.0,7.0,20.0
55.0,15.0,7.0,24.0,52.0,13.0,7.0,20.0
55.0,15.0,7.0,24.0,52.0,13.0,7.0,20.0
55.0,15.0,7.0,24.0,53.0,14.0,7.0,22.0
55.0,15.0,7.0,24.0,53.0,14.0,7.0,22.0
55.0,15.0,7.0,24.0,53.0,14.0,7.0,22.0
56.0,16.0,7.0,26.0,53.0,14.0,7.0,22.0
56.0,16.0,7.0,26.0,53.0,14.0,7.0,22.0
55.0,16.0,6.0,22.0,53.0,14.0,7.0,22.0
55.0,16.0,6.0,22.0,53.0,14.0,7.0,22.0
55.0,16.0,6.0,22.0,53.0,14.0,7.0,22.0
55.0,16.0,6.0,22.0,53.0,14.0,7.0,22.0
55.0,16.0,6.0,22.0,53.0,14.0,7.0,22.0
