57.0,15.0,11.0,45.0,57.0,15.0,11.0,45.0
57.0,15.0,11.0,45.0,57.0,15.0,11.0,45.0
57.0,15.0,11.0,45.0,57.0,15.0,11.0,45.0
56.0,15.0,10.0,40.0,57.0,15.0,11.0,45.0
56.0,15.0,10.0,40.0,56.0,15.0,9.0,37.0
55.0,15.0,9.0,40.0,55.0,14.0,8.0,33.0
56.0,16.0,9.0,41.0,54.0,13.0,7.0,32.0
56.0,16.0,9.0,41.0,54.0,13.0,7.0,32.0
55.0,16.0,9.0,39.0,54.0,13.0,7.0,32.0
55.0,16.0,9.0,39.0,54.0,13.0,7.0,32.0
54.0,15.0,8.0,36.0,53.0,13.0,7.0,32.0
53.0,15.0,6.0,28.0,53.0,13.0,7.0,32.0
53.0,15.0,6.0,28.0,53.0,13.0,7.0,32.0
53.0,15.0,6.0,28.0,53.0,13.0,7.0,32.0
53.0,15.0,6.0,28.0,54.0,14.0,7.0,32.0
53.0,15.0,6.0,28.0,54.0,14.0,7.0,32.0
53.0,15.0,6.0,28.0,54.0,14.0,7.0,32.0
53.0,15.0,6.0,28.0,54.0,14.0,7.0,32.0
53.0,15.0,6.0,28.0,54.0,14.0,7.0,32.0
52.0,14.0,6.0,28.0,54.0,14.0,7.0,32.0
53.0,14.0,6.0,32.0,53.0,13.0,7.0,31.0
53.0,14.0,6.0,32.0,53.0,13.0,7.0,31.0
53.0,14.0,6.0,32.0,53.0,13.0,7.0,31.0
53.0,14.0,6.0,32.0,52.0,12.0,7.0,30.0
53.0,14.0,6.0,32.0,52.0,12.0,7.0,30.0
53.0,14.0,6.0,32.0,52.0,12.0,7.0,30.0
53.0,14.0,6.0,32.0,52.0,12.0,7.0,30.0
53.0,14.0,6.0,32.0,52.0,12.0,7.0,30.0
54.0,14.0,6.0,32.0,52.0,12.0,7.0,30.0
54.0,14.0,6.0,32.0,51.0,11.0,7.0,30.0
55.0,14.0,6.0,35.0,51.0,11.0,7.0,30.0
