57.0,15.0,11.0,45.0,57.0,15.0,11.0,45.0
57.0,15.0,11.0,45.0,57.0,15.0,11.0,45.0
57.0,15.0,11.0,45.0,56.0,15.0,11.0,42.0
57.0,15.0,11.0,45.0,57.0,15.0,11.0,43.0
57.0,15.0,11.0,45.0,57.0,15.0,11.0,43.0
58.0,16.0,12.0,46.0,57.0,15.0,11.0,43.0
57.0,15.0,11.0,45.0,57.0,15.0,11.0,43.0
58.0,15.0,11.0,45.0,56.0,15.0,9.0,35.0
58.0,15.0,11.0,45.0,56.0,15.0,9.0,35.0
58.0,15.0,11.0,45.0,57.0,16.0,9.0,35.0
58.0,15.0,11.0,45.0,57.0,16.0,9.0,35.0
59.0,15.0,12.0,48.0,56.0,16.0,9.0,33.0
59.0,15.0,12.0,48.0,56.0,16.0,9.0,33.0
59.0,15.0,12.0,48.0,55.0,16.0,8.0,33.0
59.0,15.0,12.0,48.0,55.0,16.0,8.0,33.0
58.0,14.0,10.0,46.0,55.0,16.0,8.0,33.0
58.0,14.0,10.0,46.0,56.0,16.0,9.0,36.0
58.0,14.0,10.0,46.0,56.0,16.0,9.0,36.0
58.0,14.0,10.0,46.0,56.0,16.0,9.0,36.0
58.0,14.0,10.0,46.0,56.0,16.0,9.0,36.0
59.0,15.0,11.0,49.0,56.0,16.0,9.0,36.0
59.0,15.0,11.0,49.0,56.0,16.0,9.0,36.0
59.0,15.0,11.0,49.0,56.0,16.0,9.0,36.0
59.0,15.0,11.0,49.0,56.0,16.0,9.0,36.0
59.0,15.0,11.0,49.0,56.0,16.0,9.0,36.0
59.0,15.0,11.0,49.0,56.0,16.0,9.0,36.0
60.0,15.0,12.0,51.0,57.0,17.0,10.0,38.0
60.0,15.0,12.0,51.0,57.0,17.0,10.0,38.0
60.0,15.0,12.0,51.0,56.0,16.0,9.0,37.0
60.0,15.0,12.0,51.0,56.0,16.0,9.0,37.0
60.0,15.0,12.0,51.0,56.0,16.0,9.0,37.0
