userSpecific0,userSpecific1
172,524.444
172,524.444
172,524.444
172,524.444
172,524.444
172,524.444
172,524.444
172,524.444
172,524.444
173,524.444
173,524.444
174,524.444
173,520.959
173,520.959
173,520.959
174,523.316
174,523.316
175,525.372
176,528.289
176,528.289
176,528.289
176,528.289
176,528.289
176,528.289
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
177,533.959
176,529.812
176,529.812
176,529.812
176,529.812
176,529.812
177,529.812
176,525.742
176,525.742
177,525.742
177,525.742
177,525.742
177,525.742
177,525.742
177,525.742
177,525.742
178,525.742
178,525.742
179,529.599
180,532.537
180,532.537
180,532.537
180,532.537
180,532.537
180,532.537
180,532.537
180,532.537
180,532.537
180,532.537
180,532.537
181,532.537
182,532.537
182,532.537
182,532.537
182,532.537
182,532.537
182,532.537
183,534.604
183,534.604
184,539.568
185,542.716
185,542.716
185,542.716
185,542.716
185,542.716
186,542.716
186,542.716
187,542.716
187,542.716
187,542.716
187,542.716
187,542.716
187,542.716
187,542.716
187,542.716
187,542.716
188,546.734
188,546.734
187,542.21
186,538.169
186,538.169
186,538.169
185,534.363
185,534.363
186,534.363
186,534.363
186,534.363
186,534.363
185,529.947
185,529.947
185,529.947
185,529.947
185,529.947
185,529.947
184,522.99
184,522.99
184,522.99
184,522.99
183,519.077
183,519.077
182,510.786
182,510.786
183,514.059
183,514.059
183,514.059
182,509.713
182,509.713
182,509.713
182,509.713
182,509.713
183,511.853
183,511.853
183,511.853
183,511.853
183,511.853
183,511.853
183,511.853
184,514.641
184,514.641
184,514.641
185,517.436
185,517.436
185,517.436
185,517.436
185,517.436
186,520.271
186,520.271
187,520.271
187,520.271
187,520.271
187,520.271
186,516.263
186,516.263
187,518.359
188,522.272
188,522.272
188,522.272
188,522.272
189,522.272
189,522.272
189,522.272
189,522.272
189,522.272
190,525.18
190,525.18
190,525.18
190,525.18
190,525.18
191,525.18
191,525.18
191,525.18
190,520.278
191,520.278
191,520.278
191,520.278
192,520.278
192,520.278
191,516.565
191,516.565
192,520.686
192,520.686
192,520.686
192,520.686
192,520.686
192,520.686
192,520.686
192,520.686
192,520.686
192,520.686
191,516.483
191,516.483
191,516.483
191,516.483
191,516.483
191,516.483
191,516.483
192,516.483
192,516.483
193,516.483
193,516.483
193,516.483
194,520.83
194,520.83
194,520.83
194,520.83
194,520.83
194,520.83
194,520.83
194,520.83
195,520.83
195,520.83
195,520.83
196,520.83
196,520.83
196,520.83
197,527.473
198,531.427
198,531.427
197,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
198,526.56
199,526.56
199,526.56
199,526.56
199,526.56
200,528.889
200,528.889
200,528.889
199,524.834
199,524.834
199,524.834
199,524.834
199,524.834
200,526.89
200,526.89
200,526.89
200,526.89
200,526.89
200,526.89
200,526.89
199,522.862
198,522.862
198,522.862
198,522.862
198,522.862
198,522.862
198,522.862
198,522.862
198,522.862
199,525.191
200,527.361
200,527.361
200,527.361
200,527.361
200,527.361
200,527.361
201,530.167
202,533.786
202,533.786
203,533.786
203,533.786
203,533.786
204,533.786
204,533.786
204,533.786
204,533.786
204,533.786
204,533.786
204,533.786
205,533.786
206,536.591
206,536.591
205,533.072
204,528.971
205,532.547
205,532.547
204,528.782
204,528.782
204,528.782
204,528.782
204,528.782
204,528.782
204,528.782
203,524.335
203,524.335
203,524.335
203,524.335
203,524.335
204,529.122
205,529.122
205,529.122
205,529.122
204,524.849
203,516.666
203,516.666
204,519.024
203,513.383
204,513.383
205,513.383
205,513.383
205,513.383
205,513.383
205,513.383
206,518.842
206,518.842
206,518.842
206,518.842
207,518.842
207,518.842
207,518.842
206,515.307
206,515.307
206,515.307
207,517.374
206,513.872
206,513.872
205,505.889
205,505.889
205,505.889
205,505.889
205,505.889
204,503.719
204,503.719
204,503.719
204,503.719
204,503.719
204,503.719
204,503.719
204,503.719
205,507.982
204,503.365
204,503.365
204,503.365
205,509.144
204,505.568
204,505.568
204,505.568
205,507.999
206,510.789
206,510.789
206,510.789
206,510.789
206,510.789
206,510.789
206,510.789
206,510.789
207,515.119
207,515.119
207,515.119
208,521.052
208,521.052
207,517.664
207,517.664
207,517.664
207,517.664
208,522.645
208,522.645
208,522.645
208,522.645
209,526.767
209,526.767
210,530.269
211,534.849
211,534.849
212,534.849
212,534.849
213,537.468
213,537.468
212,533.311
211,529.189
211,529.189
211,529.189
212,529.189
212,529.189
212,529.189
212,529.189
212,529.189
211,524.195
211,524.195
211,524.195
211,524.195
211,524.195
211,524.195
212,530.013
212,530.013
212,530.013
212,530.013
213,530.013
213,530.013
213,530.013
213,530.013
213,530.013
214,534.915
214,534.915
213,530.456
213,530.456
213,530.456
213,530.456
212,527.547
212,527.547
213,527.547
213,527.547
213,527.547
213,527.547
213,527.547
214,530.644
213,525.974
214,525.974
213,517.64
213,517.64
213,517.64
213,517.64
213,517.64
213,517.64
213,517.64
213,517.64
213,517.64
213,517.64
213,517.64
214,530.387
214,530.387
214,530.387
213,526.071
213,526.071
213,526.071
213,526.071
214,533.289
214,533.289
215,533.289
215,533.289
214,528.465
214,528.465
214,528.465
214,528.465
214,528.465
214,528.465
214,528.465
214,528.465
214,528.465
214,528.465
214,528.465
214,528.465
213,521.176
212,517.034
212,517.034
212,517.034
212,517.034
213,517.034
213,517.034
213,517.034
213,517.034
213,517.034
213,517.034
213,517.034
212,512.37
213,516.377
213,516.377
213,516.377
213,516.377
213,516.377
213,516.377
214,521.164
215,521.164
215,521.164
215,521.164
215,521.164
214,518.329
213,514.517
214,516.687
214,516.687
214,516.687
214,516.687
214,516.687
215,521.842
216,521.842
216,521.842
216,521.842
216,521.842
217,529.423
218,536.568
217,532.729
217,532.729
217,532.729
217,532.729
217,532.729
218,536.97
218,536.97
218,536.97
217,536.97
216,529.662
