133,11,41,36,122,92,133,11,41,36,122,92
133,11,41,36,122,92,132,11,41,36,121,91
132,10,40,36,121,91,131,11,41,35,120,89
132,10,40,36,121,91,130,11,41,35,119,88
132,10,40,36,121,91,130,11,41,35,119,88
132,10,40,36,121,91,129,11,40,35,118,88
132,10,40,36,121,91,129,11,40,35,118,88
132,10,40,36,121,91,129,11,40,35,118,88
132,10,40,36,121,91,129,11,40,35,118,88
131,10,40,36,120,91,129,11,40,35,118,88
131,10,40,36,120,91,129,11,40,35,118,88
130,9,39,36,119,90,129,11,40,35,118,88
129,8,39,35,118,88,129,11,40,35,118,88
128,8,39,34,117,88,128,11,40,35,117,88
128,8,39,34,117,88,128,11,40,35,117,88
128,8,39,34,117,88,127,11,39,35,116,87
128,8,39,34,117,88,127,11,39,35,116,87
129,8,40,34,117,88,127,11,39,35,116,87
129,8,40,34,117,88,127,11,39,35,116,87
129,8,40,34,117,88,127,11,39,35,116,87
129,8,40,34,117,88,127,11,39,35,116,87
129,8,40,34,117,88,127,11,39,35,116,87
129,8,40,34,117,88,127,11,39,35,116,87
129,8,40,34,117,88,128,11,39,35,116,87
129,8,40,34,117,88,127,11,38,34,115,85
129,8,40,34,117,88,127,11,38,34,115,85
128,8,40,34,116,87,127,11,38,34,115,85
128,8,40,34,116,87,126,11,37,34,114,85
129,8,40,35,116,88,126,11,37,34,114,85
129,8,40,35,116,88,126,11,37,34,114,85
129,8,40,35,116,88,126,11,37,34,114,85
