133,11,41,36,122,92,133,11,41,36,122,92
133,11,41,36,122,92,133,11,41,36,122,92
133,11,41,36,122,92,133,11,41,36,122,92
133,11,41,36,122,92,133,11,41,36,122,92
133,11,41,36,122,92,133,11,41,36,122,92
133,11,41,36,122,92,133,11,41,36,122,92
133,11,41,36,122,92,133,11,41,36,122,92
132,11,41,36,121,92,133,11,41,36,122,92
132,11,41,36,121,92,133,11,41,36,122,92
132,11,41,36,121,92,133,11,41,36,122,92
132,11,41,36,121,92,133,11,41,36,122,92
132,11,41,36,121,92,133,11,41,36,122,92
132,11,41,36,121,92,132,10,40,36,121,91
132,11,41,36,121,92,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,132,10,40,36,121,91
133,11,41,37,123,95,133,10,40,36,122,91
133,11,41,37,123,95,133,10,40,36,122,91
132,11,41,37,121,93,132,10,40,35,120,89
133,11,42,38,122,94,132,10,40,35,120,89
133,11,42,38,122,94,132,10,40,35,120,89
133,11,42,38,122,94,132,10,40,35,120,89
133,11,42,38,122,94,132,10,40,35,120,89
